"ID","Game","Where it appears","Type","English","Portuguese","Your feedback","Suggested Portuguese"
"WOR-032","Word","The lobby","In-game","How to play","Como jogar","",""
"WOR-033","Word","The lobby","In-game","Lobby","Sala","",""
"WOR-034","Word","The lobby","In-game","Everyone has a Phone","Cada um com seu celular","",""
"WOR-035","Word","The lobby","In-game","Category","Categoria","",""
"WOR-036","Word","The lobby","In-game","Impostors","Impostores","",""
"WOR-037","Word","The lobby","In-game","1 Impostor","1 Impostor","",""
"WOR-038","Word","The lobby","In-game","Players","Jogadores","",""
"WOR-039","Word","The lobby","In-game","0 / 0 ready","0 / 0 prontos","",""
"WOR-040","Word","The lobby","In-game","0 players","0 jogadores","",""
"WOR-041","Word","The lobby","In-game","Start Game","Começar","",""
"WOR-042","Word","The lobby","In-game","Waiting for all players to ready up…","Esperando todo mundo ficar pronto…","",""
"WOR-043","Word","The lobby","In-game","Show QR code","Ver o código QR","",""
"WOR-044","Word","The lobby","In-game","Fewer impostors","Menos impostores","",""
"WOR-045","Word","The lobby","In-game","More impostors","Mais impostores","",""
"WOR-046","Word","The lobby","In-game","Game Mode","Modo de jogo","",""
"WOR-047","Word","The lobby","In-game","Player {n}","Jogador {n}","",""
"WOR-048","Word","The lobby","In-game","Player","Jogador","",""
"WOR-049","Word","The lobby","In-game","Host","Anfitrião","",""
"WOR-050","Word","The lobby","In-game","Keep your screen on to stay in the game.","Deixe a tela ligada para não sair da partida.","",""
"WOR-051","Word","The lobby","In-game","Dealing cards…","Distribuindo as cartas…","",""
"WOR-052","Word","The lobby","In-game","← Quit Game","← Sair da partida","",""
"WOR-053","Word","The lobby","In-game","← Leave Room","← Sair da sala","",""
"WOR-054","Word","The lobby","In-game","Need {count} more player to start.","Falta {count} jogador para começar.","",""
"WOR-055","Word","The lobby","In-game","Need {count} more players to start.","Faltam {count} jogadores para começar.","",""
"WOR-056","Word","The lobby","In-game","Add {count} more player to start.","Adicione mais {count} jogador para começar.","",""
"WOR-057","Word","The lobby","In-game","Add {count} more players to start.","Adicione mais {count} jogadores para começar.","",""
"WOR-058","Word","The lobby","In-game","Need {count} more player. Share the code!","Falta {count} jogador. Compartilhe o código!","",""
"WOR-059","Word","The lobby","In-game","Need {count} more players. Share the code!","Faltam {count} jogadores. Compartilhe o código!","",""
"WOR-060","Word","The lobby","In-game","Waiting for everyone to ready up…","Esperando todo mundo ficar pronto…","",""
"WOR-061","Word","The lobby","In-game","Waiting for host to start…","Esperando o anfitrião começar…","",""
"WOR-062","Word","The lobby","In-game","Everyone gets the phone in turn. Hit start!","O celular passa de um jogador para o outro. Bora começar!","",""
"WOR-063","Word","The lobby","In-game","Waiting for {count} more player to ready up…","Esperando mais {count} jogador ficar pronto…","",""
"WOR-064","Word","The lobby","In-game","Waiting for {count} more players to ready up…","Esperando mais {count} jogadores ficarem prontos…","",""
"WOR-065","Word","The lobby","In-game","Everyone is ready. Hit start!","Todo mundo pronto. Bora começar!","",""
"WOR-066","Word","The lobby","In-game","I'm Ready","Estou pronto","",""
"WOR-067","Word","The lobby","In-game","I'm Not Ready","Não estou pronto","",""
"WOR-068","Word","The lobby","In-game","✓ Ready","✓ Pronto","",""
"WOR-069","Word","The lobby","In-game","Waiting","Esperando","",""
"WOR-070","Word","The lobby","In-game","Host","Anfitrião","",""
"WOR-071","Word","The lobby","In-game","YOU","VOCÊ","",""
"WOR-072","Word","The lobby","In-game","Add player","Adicionar jogador","",""
"WOR-073","Word","The lobby","In-game","Impostor","Impostor","",""
"WOR-074","Word","The lobby","In-game","Impostors","Impostores","",""
"WOR-075","Word","Choosing a game mode","In-game","Pick a game mode","Escolha o modo de jogo","",""
"WOR-076","Word","Choosing a game mode","In-game","Everyone has a Phone","Cada um com seu celular","",""
"WOR-077","Word","Choosing a game mode","In-game","Everyone uses their own phone to play the game.","Cada jogador joga no próprio celular.","",""
"WOR-078","Word","Choosing a game mode","In-game","Pass the Phone","Passar o celular","",""
"WOR-079","Word","Choosing a game mode","In-game","Everyone uses one screen to play the game.","Todo mundo joga em uma tela só.","",""
"WOR-080","Word","Choosing a word category","In-game","Done","Pronto","",""
"WOR-081","Word","Choosing a word category","In-game","Pick word categories","Escolha as categorias","",""
"WOR-082","Word","Choosing a word category","In-game","Select","Escolher","",""
"WOR-083","Word","Choosing a word category","In-game","Cancel","Cancelar","",""
"WOR-084","Word","Choosing a word category","In-game","Categories","Categorias","",""
"WOR-085","Word","Choosing a word category","In-game","Food","Comida","",""
"WOR-086","Word","Choosing a word category","In-game","Dishes, snacks, fruits and drinks","Pratos, lanches, frutas e bebidas","",""
"WOR-087","Word","Choosing a word category","In-game","Animals","Animais","",""
"WOR-088","Word","Choosing a word category","In-game","Pets, wildlife, birds and sea creatures","Bichos de casa, do mato, do céu e do mar","",""
"WOR-089","Word","Choosing a word category","In-game","Places","Lugares","",""
"WOR-090","Word","Choosing a word category","In-game","Everywhere from the beach to a space station","Da praia a uma estação espacial","",""
"WOR-091","Word","Choosing a word category","In-game","Everyday Objects","Objetos do Dia a Dia","",""
"WOR-092","Word","Choosing a word category","In-game","Things lying around every home","Coisas que tem em qualquer casa","",""
"WOR-093","Word","Choosing a word category","In-game","Movies & TV","Cinema e TV","",""
"WOR-094","Word","Choosing a word category","In-game","Blockbusters, series and cartoon icons","Sucessos de bilheteria, séries e desenhos","",""
"WOR-095","Word","Choosing a word category","In-game","Football","Futebol","",""
"WOR-096","Word","Choosing a word category","In-game","Stars, clubs and moments from the pitch","Craques, clubes e momentos de campo","",""
"WOR-097","Word","Choosing a word category","In-game","Super Heroes","Super-Heróis","",""
"WOR-098","Word","Choosing a word category","In-game","Capes, masks and the villains chasing them","Capas, máscaras e os vilões atrás deles","",""
"WOR-099","Word","Playing the round","In-game","Reveal Impostor","Revelar impostor","",""
"WOR-100","Word","Playing the round","In-game","Swipe to check your card","Deslize para ver sua carta","",""
"WOR-101","Word","Playing the round","In-game","Game on","Bora jogar!","",""
"WOR-102","Word","Playing the round","In-game","Tap Reveal when the round is decided.","Toque em Revelar quando vocês decidirem.","",""
"WOR-103","Word","Playing the round","In-game","Take turns saying one clue word each.","Cada um diz uma palavra, na sua vez.","",""
"WOR-104","Word","Playing the round","In-game","Swipe to reveal","Deslize para ver sua carta","",""
"WOR-105","Word","Playing the round","In-game","Game is on","Bora jogar!","",""
"WOR-106","Word","Playing the round","In-game","Take turns saying one clue word each. Tap Reveal when the round is decided.","Cada um diz uma palavra, na sua vez. Toque em Revelar quando vocês decidirem.","",""
"WOR-107","Word","Playing the round","In-game","Close","Fechar","",""
"WOR-108","Word","Playing the round","In-game","You're the Impostor","Você é o impostor","",""
"WOR-109","Word","Playing the round","In-game","YOUR HINT","SUA PISTA","",""
"WOR-110","Word","Playing the round","In-game","THE SECRET WORD","A PALAVRA SECRETA","",""
"WOR-111","Word","Playing the round","In-game","Take turns saying one clue word each.","Cada um diz uma palavra, na sua vez.","",""
"WOR-112","Word","Playing the round","In-game","Blend in! Give a clue that fits without knowing the word.","Disfarce! Diga uma palavra que encaixe sem saber qual é.","",""
"WOR-113","Word","Playing the round","In-game","Take turns saying one clue word each — don't make it easy for the imposter.","Cada um diz uma palavra, na sua vez. Não facilite para o impostor.","",""
"WOR-114","Word","Playing the round","In-game","Starting in {n}","Começa em {n}","",""
"WOR-115","Word","Playing the round","In-game","Take turns saying one clue word each.","Cada um diz uma palavra, na sua vez.","",""
"WOR-116","Word","Playing the round","In-game","If you're the Impostor, use the hint to blend in.","Se você é o impostor, use a pista para disfarçar.","",""
"WOR-117","Word","Playing the round","In-game","Player {current} of {total}","Jogador {current} de {total}","",""
"WOR-118","Word","Playing the round","In-game","Start Playing","Começar a jogar","",""
"WOR-119","Word","Playing the round","In-game","Pass to {name}","Passe para {name}","",""
"WOR-120","Word","Playing the round","In-game","Pass to Next Player","Passe para o próximo","",""
"WOR-121","Word","End of the round","In-game","Round Over","Fim da rodada","",""
"WOR-122","Word","End of the round","In-game","The secret word was","A palavra secreta era","",""
"WOR-123","Word","End of the round","In-game","Play Again","Outra rodada","",""
"WOR-124","Word","End of the round","In-game","TheImpostorwas","OImpostorera","",""
"WOR-125","Word","End of the round","In-game","TheImpostorswere","OsImpostoreseram","",""
"WOR-126","Word","End of the round","In-game","{name} (YOU)","{name} (VOCÊ)","",""
"WOR-127","Word","End of the round","In-game","Quit Game","Sair da partida","",""
"WOR-128","Word","End of the round","In-game","Exit Room","Sair da sala","",""
"WOR-129","Word","Leaving a game","In-game","Cancel","Cancelar","",""
"WOR-130","Word","Leaving a game","In-game","Quit the game?","Sair da partida?","",""
"WOR-131","Word","Leaving a game","In-game","Leave the room?","Sair da sala?","",""
"WOR-132","Word","Leaving a game","In-game","This ends the round for everyone and closes the room.","A rodada acaba para todo mundo e a sala fecha.","",""
"WOR-133","Word","Leaving a game","In-game","You drop out of this round. The others carry on without you.","Você sai desta rodada. Os outros continuam sem você.","",""
"WOR-134","Word","Leaving a game","In-game","This ends the round and takes everyone back to the start.","A rodada acaba e todo mundo volta para o começo.","",""
"WOR-135","Word","Leaving a game","In-game","Quit game","Sair","",""
"WOR-136","Word","Leaving a game","In-game","Leave","Sair","",""
"WOR-137","Word","Errors and messages","In-game","Firebase not configured","Firebase não configurado","",""
"WOR-138","Word","Errors and messages","In-game","Firebase not configured — see README","Firebase não configurado. Veja o README.","",""
"WOR-139","Word","Errors and messages","In-game","Room not found","Sala não encontrada","",""
"WOR-140","Word","Errors and messages","In-game","Game already in progress","A partida já começou","",""
"WOR-141","Word","Errors and messages","In-game","Room is full","A sala está cheia","",""
"WOR-142","Word","Errors and messages","In-game","Room closed","Sala fechada","",""
"WOR-143","Word","Errors and messages","In-game","No room found with that code","Não achamos nenhuma sala com esse código","",""
"WOR-144","Word","Errors and messages","In-game","Could not check room: {detail}","Não deu para verificar a sala: {detail}","",""
"WOR-145","Word","Errors and messages","In-game","Could not join","Não deu para entrar","",""
"WOR-146","Word","Errors and messages","In-game","Could not create a room: {detail}","Não deu para criar a sala: {detail}","",""
"WOR-147","Word","Errors and messages","In-game","Failed to create room: {detail}","Não deu para criar a sala: {detail}","",""
"WOR-148","Word","Errors and messages","In-game","Could not start the round","Não deu para começar a rodada","",""
"WOR-149","Word","Errors and messages","In-game","Could not change category","Não deu para trocar de categoria","",""
"WOR-150","Word","Errors and messages","In-game","No word loaded","Nenhuma palavra carregada","",""
"WOR-151","Word","Errors and messages","In-game","Choose a nickname","Escolha um nome","",""
"WOR-152","Word","Errors and messages","In-game","Could not copy","Não deu para copiar","",""
"WOR-153","Word","Errors and messages","In-game","Room code copied","Código copiado","",""
"WOR-154","Word","Errors and messages","In-game","Finish passing the phone first","Primeiro terminem de passar o celular","",""
"WOR-155","Word","Errors and messages","In-game","Tap Quit Game to leave","Toque em Sair da partida para ir embora","",""
"WOR-156","Word","Rating and feedback","In-game","Enjoying the game? 🎉","Está curtindo? 🎉","",""
"WOR-157","Word","Rating and feedback","In-game","What should we make better?","O que dá para melhorar no jogo?","",""
"WOR-158","Word","Rating and feedback","In-game","Your feedback","Seu comentário","",""
"WOR-159","Word","Rating and feedback","In-game","Help us improve","Conte o que dá para melhorar","",""
"WOR-160","Word","Rating and feedback","In-game","Send","Enviar","",""
"WOR-161","Word","Rating and feedback","In-game","Enjoying the game?","Está curtindo?","",""
"WOR-162","Word","Rating and feedback","In-game","Not great","Fraco","",""
"WOR-163","Word","Rating and feedback","In-game","It's okay","Normal","",""
"WOR-164","Word","Rating and feedback","In-game","Good","Bom","",""
"WOR-165","Word","Rating and feedback","In-game","Love it","Amei","",""
"WOR-166","Word","Rating and feedback","In-game","Having a good time?","Está sendo divertido?","",""
"WOR-167","Word","Rating and feedback","In-game","Having a good time? 😀","Está sendo divertido? 😀","",""
"WOR-168","Word","Rating and feedback","In-game","Your support helps keep Impostor Games free and motivates me to keep making fun little party games for you and your friends.","Seu apoio ajuda a manter o Impostor Games grátis e me anima a continuar criando joguinhos divertidos para você e seus amigos.","",""
"WOR-169","Word","Rating and feedback","In-game","☕ Buy me a coffee","☕ Me pague um café","",""
"WOR-170","Word","Rating and feedback","In-game","Not now","Agora não","",""
"WOR-171","Word","Rating and feedback","In-game","Thanks! 🙏","Valeu! 🙏","",""
"WOR-172","Word","Screen reader labels","In-game","Player name","Nome do jogador","",""
"WOR-173","Word","Screen reader labels","In-game","Rename {name}","Mudar o nome de {name}","",""
"WOR-174","Word","Screen reader labels","In-game","Remove {name}","Tirar {name}","",""
"WOR-175","Word","Screen reader labels","In-game","{name}: swipe to reveal your card","{name}: deslize para ver sua carta","",""
"WOR-176","Word","Screen reader labels","In-game","Check your card","Veja sua carta","",""
"WOR-177","Word","Screen reader labels","In-game","Put your card away","Guarde sua carta","",""
"LWOR-001","Word","Page title and search description","Landing page","Imposter Word Game | Find the Impostor | Free Online Party Game","Jogo do Impostor das Palavras | Grátis e Online","",""
"LWOR-002","Word","Page title and search description","Landing page","The Impostor Word Game: a free online multiplayer party game. Everyone gets the same secret word — except the impostor, who only gets a vague hint. Take turns saying one clue word each, expose the impostor before they guess the word. Also known as the Imposter Word Game or Undercover. Play free in your browser with 3–20 friends.","O Jogo do Impostor das Palavras: um jogo de festa online e grátis. Todo mundo vê a mesma palavra secreta, menos o impostor, que recebe só uma pista vaga. Cada um diz uma palavra na sua vez. Descubram o impostor antes que ele adivinhe a palavra. Jogue grátis no navegador com 3 a 20 amigos.","",""
"LWOR-003","Word","Page title and search description","Landing page","Impostor Word Game","Impostor das Palavras","",""
"LWOR-004","Word","Page title and search description","Landing page","Everyone gets the same secret word — except the impostor, who only gets a hint. A free multiplayer party game — one clue word each, then catch the impostor. In your browser for 3–20 friends.","Todo mundo vê a mesma palavra secreta, menos o impostor, que recebe só uma pista. Um jogo de festa grátis: cada um diz uma palavra na sua vez e depois é caçar o impostor. No navegador, para 3 a 20 amigos.","",""
"LWOR-005","Word","Page title and search description","Landing page","Cartoon characters playing a secret word card game at a table — Impostor Word Game","Personagens de desenho jogando cartas em volta de uma mesa. Impostor das Palavras","",""
"LWOR-006","Word","Page title and search description","Landing page","Impostor Word Game","Impostor das Palavras","",""
"LWOR-007","Word","Page title and search description","Landing page","Everyone gets the same secret word — except the impostor, who only gets a hint. A free multiplayer party game — one clue word each, then catch the impostor. In your browser for 3–20 friends.","Todo mundo vê a mesma palavra secreta, menos o impostor, que recebe só uma pista. Um jogo de festa grátis: cada um diz uma palavra na sua vez e depois é caçar o impostor. No navegador, para 3 a 20 amigos.","",""
"LWOR-008","Word","How to play","Landing page","How to Play","Como jogar","",""
"LWOR-009","Word","How to play","Landing page","A party game of bluff and wordplay — also known as Undercover","Um jogo de palavras e dedução, também conhecido como Undercover","",""
"LWOR-010","Word","How to play","Landing page","Three players looking at their phones. Two have been dealt the same secret word, Frog. The third is the impostor and sees only a vague hint, Jumpy, with no idea what the real word is.","Três jogadores olhando o celular. Dois receberam a mesma palavra secreta, Sapo. O terceiro é o impostor e vê só uma pista vaga, Coaxa, sem saber qual é a palavra de verdade.","",""
"LWOR-011","Word","How to play","Landing page","Frog","Sapo","",""
"LWOR-012","Word","How to play","Landing page","Frog","Sapo","",""
"LWOR-013","Word","How to play","Landing page","Jumpy","Coaxa","",""
"LWOR-014","Word","How to play","Landing page","The Impostor Word Game (also called the Imposter Word Game or Undercover) is a party game where everyone secretly sees the same word — except one impostor, who only gets a vague hint. Players take turns saying one clue word each; the group tries to expose the impostor while the impostor bluffs and tries to guess the secret word. You can play it free online right here at impostorgames.com/word — no app, no sign-up, 3–20 players, works on any phone browser.","O Jogo do Impostor das Palavras (também chamado de Undercover) é um jogo de festa em que todo mundo vê em segredo a mesma palavra, menos um impostor, que recebe só uma pista vaga. Cada jogador diz uma palavra na sua vez; o grupo tenta descobrir o impostor enquanto o impostor disfarça e tenta adivinhar a palavra secreta. Dá para jogar de graça aqui mesmo, em impostorgames.com/pt/word: sem app, sem cadastro, de 3 a 20 jogadores e no navegador de qualquer celular.","",""
"LWOR-015","Word","How to play","Landing page","Get started","Para começar","",""
"LWOR-016","Word","How to play","Landing page","Everyone has a phone? Join the same room and tap “I’m Ready.”","Todo mundo tem celular? Entrem na mesma sala e toquem em “Estou pronto”.","",""
"LWOR-017","Word","How to play","Landing page","Only one phone? Enter everyone's names and pass it around.","Só tem um celular? Escrevam os nomes de todos e vão passando.","",""
"LWOR-018","Word","How to play","Landing page","Get your word","Veja sua palavra","",""
"LWOR-019","Word","How to play","Landing page","Most players get the same word. The Impostor only gets a hint.","Quase todo mundo recebe a mesma palavra. O impostor recebe só uma pista.","",""
"LWOR-020","Word","How to play","Landing page","Give clues","Deem as pistas","",""
"LWOR-021","Word","How to play","Landing page","Take turns saying one clue word each. If you're the Impostor, use the hint to blend in.","Cada um diz uma palavra na sua vez. Se você é o impostor, use a pista para disfarçar.","",""
"LWOR-022","Word","How to play","Landing page","Find the Impostor","Descubram o impostor","",""
"LWOR-023","Word","How to play","Landing page","Discuss your clues and agree on your suspect. The host taps Reveal to see if you're right.","Conversem sobre as pistas e decidam de quem vocês desconfiam. O anfitrião toca em Revelar para ver se acertaram.","",""
"LWOR-024","Word","Links to the other games","Landing page","More games","Mais jogos","",""
"LWOR-025","Word","Links to the other games","Landing page","Play the Impostor Dance Game","Jogue o Impostor da Dança","",""
"LWOR-026","Word","Links to the other games","Landing page","Dance Game","Impostor da Dança","",""
"LWOR-027","Word","Links to the other games","Landing page","Play","Jogar","",""
"LWOR-028","Word","Links to the other games","Landing page","Play Impostor Artist","Jogue o Impostor do Desenho","",""
"LWOR-029","Word","Links to the other games","Landing page","Impostor Artist","Impostor do Desenho","",""
"LWOR-030","Word","Links to the other games","Landing page","Play","Jogar","",""
"LWOR-031","Word","Feedback call to action","Landing page","Got feedback?","Tem alguma sugestão?","",""
"LWOR-032","Word","More games call to action","Landing page","More games","Impostor Games","",""
"LWOR-033","Word","Frequently asked questions","Landing page","FAQ","Perguntas frequentes","",""
"LWOR-034","Word","Frequently asked questions","Landing page","What is the Impostor Word Game?","O que é o Jogo do Impostor das Palavras?","",""
"LWOR-035","Word","Frequently asked questions","Landing page","It's a free online party game for 3–20 players, also known as Undercover or the Imposter Word Game. Everyone secretly sees the same word on their phone — except one impostor, who only sees a vague hint. Players take turns saying one clue word each; the group tries to expose the impostor, and the impostor tries to blend in and guess the secret word.","É um jogo de festa online e grátis para 3 a 20 jogadores, também conhecido como Undercover. Todo mundo vê em segredo a mesma palavra no celular, menos um impostor, que vê só uma pista vaga. Cada um diz uma palavra na sua vez; o grupo tenta descobrir o impostor, e o impostor tenta disfarçar e adivinhar a palavra secreta.","",""
"LWOR-036","Word","Frequently asked questions","Landing page","How do you catch the impostor?","Como descobrir quem é o impostor?","",""
"LWOR-037","Word","Frequently asked questions","Landing page","Listen to everyone's clue words. Players who know the secret word give clues that clearly relate to it — the impostor has to bluff from just a hint, so their clues tend to be vague or slightly off. Discuss, accuse, and when the group has decided, the host taps Reveal.","Preste atenção nas palavras dos outros. Quem conhece a palavra secreta dá pistas que combinam com ela; o impostor tem que inventar em cima de quase nada, então o que ele fala costuma sair vago ou meio fora de lugar. Conversem sobre as pistas, acusem, e quando o grupo decidir o anfitrião toca em Revelar.","",""
"LWOR-038","Word","Frequently asked questions","Landing page","Is there an Imposter Word Game app?","Tem app do Jogo do Impostor das Palavras?","",""
"LWOR-039","Word","Frequently asked questions","Landing page","No download needed — the Impostor Word Game runs right in your phone's browser. Just open the page and share a room code. It works on iPhone and Android instantly, with no app to install.","Não precisa baixar nada. O Jogo do Impostor das Palavras roda no navegador do celular: você abre a página e compartilha o código da sala. Funciona na hora no iPhone e no Android, sem instalar nenhum app.","",""
"LWOR-040","Word","Frequently asked questions","Landing page","Is it free to play?","É grátis?","",""
"LWOR-041","Word","Frequently asked questions","Landing page","Yes, completely free. There's no sign-up, no app to install, and no payment. Just open the page in any phone browser and share a room code with your friends.","Sim, totalmente grátis. Sem cadastro, sem app e sem pagar nada. Abra a página no navegador de qualquer celular e mande o código da sala para a galera.","",""
"LWOR-042","Word","Frequently asked questions","Landing page","How many players do I need?","Quantos jogadores precisa?","",""
"LWOR-043","Word","Frequently asked questions","Landing page","At least 3 players, up to 20. One person creates the room and becomes the host; everyone else joins with the 4-character room code or by scanning the QR code.","De 3 a 20 jogadores. Uma pessoa cria a sala e vira o anfitrião; o resto entra com o código de 4 caracteres ou lendo o QR code.","",""
"LWOR-044","Word","Frequently asked questions","Landing page","What word categories are there?","Quais categorias de palavras existem?","",""
"LWOR-045","Word","Frequently asked questions","Landing page","Seven categories: Food, Animals, Places, Everyday Objects, Movies & TV, Football and Super Heroes, each with dozens of words. The host picks a category before every round, and each word comes with two vague hints, one of which the impostor is shown at random.","Sete: Comida, Animais, Lugares, Objetos do Dia a Dia, Cinema e TV, Futebol e Super-Heróis, cada uma com dezenas de palavras. O anfitrião escolhe a categoria antes de cada rodada, e cada palavra vem com duas pistas vagas: o impostor recebe uma das duas por sorteio.","",""
"LWOR-046","Word","Frequently asked questions","Landing page","Can the impostor win?","O impostor pode ganhar?","",""
"LWOR-047","Word","Frequently asked questions","Landing page","Yes — two ways. Stay undetected until the end of the round, or work out the secret word from everyone's clues and say it out loud before being exposed.","Pode, de duas formas: aguentar até o fim da rodada sem ser pego, ou deduzir a palavra secreta pelas pistas dos outros e falar ela em voz alta antes de ser descoberto.","",""
"LWOR-048","Word","Frequently asked questions","Landing page","Can I play on one device?","Dá para jogar com um celular só?","",""
"LWOR-049","Word","Frequently asked questions","Landing page","Yes. Pick Pass the Phone in the lobby and one phone goes round the group: each player swipes their card over, sees their word or their impostor hint in private, and hands the phone on. Type everyone's names in once and the list is remembered for next time. The default mode, Everyone has a Phone, still gives each player their own screen. Either way the clue-giving and accusing happen out loud in the same room.","Dá. Escolha Passar o celular na sala e um celular só vai passando pelo grupo: cada jogador desliza a carta dele, vê sua palavra ou sua pista em segredo e passa adiante. Os nomes você digita uma vez e ficam salvos para a próxima. O modo padrão, Cada um com seu celular, dá uma tela para cada jogador. Nos dois casos as pistas e as acusações acontecem em voz alta, na mesma sala.","",""
"LWOR-050","Word","Frequently asked questions","Portuguese only","","Esse jogo é tipo Among Us?","",""
"LWOR-051","Word","Frequently asked questions","Portuguese only","","A ideia é parecida, mas aqui ninguém fica correndo pela nave. É a mesma graça de descobrir quem está mentindo, só que na mesa, em poucos minutos e sem instalar nada. O grupo conversa cara a cara e o celular serve só para entregar as cartas em segredo.","",""
"DRA-001","Draw","Home screen","In-game","← All games","← Impostor Games","",""
"DRA-002","Draw","Home screen","In-game","Impostor
Artist","Impostor
do Desenho","",""
"DRA-003","Draw","Home screen","In-game","Impostor Artist logo, a cute character drawing on a phone","Logo do Impostor do Desenho, um personagem fofo desenhando no celular","",""
"DRA-004","Draw","Home screen","In-game","Create or Join the game","Crie uma sala ou entre em uma partida","",""
"DRA-005","Draw","Home screen","In-game","Create","Criar","",""
"DRA-006","Draw","Home screen","In-game","Create and be the host","Crie a sala e seja o anfitrião","",""
"DRA-007","Draw","Home screen","In-game","Join","Entrar","",""
"DRA-008","Draw","Home screen","In-game","Join an existing game","Entre em uma partida que já existe","",""
"DRA-009","Draw","Home screen","In-game","Back to all games","Voltar para Impostor Games","",""
"DRA-010","Draw","Home screen","In-game","Create a game","Criar uma sala","",""
"DRA-011","Draw","Home screen","In-game","Join a game","Entrar em uma partida","",""
"DRA-012","Draw","Home screen","In-game","Jump to How to Play","Ir para Como jogar","",""
"DRA-013","Draw","Home screen","In-game","How to play","Como jogar","",""
"DRA-014","Draw","Creating or joining a room","In-game","← Back","← Voltar","",""
"DRA-015","Draw","Creating or joining a room","In-game","Room Code","Código da sala","",""
"DRA-016","Draw","Creating or joining a room","In-game","Enter room code to join game","Digite o código para entrar na sala","",""
"DRA-017","Draw","Creating or joining a room","In-game","Name","Nome","",""
"DRA-018","Draw","Creating or joining a room","In-game","Enter room","Entrar na sala","",""
"DRA-019","Draw","Creating or joining a room","In-game","Create Room","Criar sala","",""
"DRA-020","Draw","Creating or joining a room","In-game","← Leave","← Sair","",""
"DRA-021","Draw","Creating or joining a room","In-game","Room Created! 🎉","Sala criada! 🎉","",""
"DRA-022","Draw","Creating or joining a room","In-game","Players can scan or enter the code to join.","Os outros podem escanear o QR ou digitar o código para entrar.","",""
"DRA-023","Draw","Creating or joining a room","In-game","Scan code","Escaneie o código","",""
"DRA-024","Draw","Creating or joining a room","In-game","or enter code","ou digite o código","",""
"DRA-025","Draw","Creating or joining a room","In-game","Copy code","Copiar código","",""
"DRA-026","Draw","Creating or joining a room","In-game","or","ou","",""
"DRA-027","Draw","Creating or joining a room","In-game","Choose Pass the Phone mode to play on one phone.","Escolha o modo Passar o celular para jogar com um celular só.","",""
"DRA-028","Draw","Creating or joining a room","In-game","Go to Lobby","Ir para a sala","",""
"DRA-029","Draw","Creating or joining a room","In-game","Scan to join this room","Escaneie para entrar na sala","",""
"DRA-030","Draw","Creating or joining a room","In-game","Enter Nick Name","Digite seu nome","",""
"DRA-031","Draw","Creating or joining a room","In-game","Copy room code","Copiar o código da sala","",""
"DRA-032","Draw","Creating or joining a room","In-game","Room QR code","Código QR da sala","",""
"DRA-033","Draw","Creating or joining a room","In-game","That code is a room in {game}. Taking you there…","Esse código é de uma sala do {game}. Levando você para lá…","",""
"DRA-034","Draw","The lobby","In-game","← Leave Room","← Sair da sala","",""
"DRA-035","Draw","The lobby","In-game","How to play","Como jogar","",""
"DRA-036","Draw","The lobby","In-game","Lobby","Sala","",""
"DRA-037","Draw","The lobby","In-game","Everyone has a Phone","Cada um com seu celular","",""
"DRA-038","Draw","The lobby","In-game","Category","Categoria","",""
"DRA-039","Draw","The lobby","In-game","Food","Comida","",""
"DRA-040","Draw","The lobby","In-game","Rounds","Rodadas","",""
"DRA-041","Draw","The lobby","In-game","2 Rounds","2 Rodadas","",""
"DRA-042","Draw","The lobby","In-game","Impostors","Impostores","",""
"DRA-043","Draw","The lobby","In-game","1 Impostor","1 Impostor","",""
"DRA-044","Draw","The lobby","In-game","Players","Jogadores","",""
"DRA-045","Draw","The lobby","In-game","0 / 0 ready","0 / 0 prontos","",""
"DRA-046","Draw","The lobby","In-game","0 players","0 jogadores","",""
"DRA-047","Draw","The lobby","In-game","I'm Ready","Estou pronto","",""
"DRA-048","Draw","The lobby","In-game","Start Game","Começar","",""
"DRA-049","Draw","The lobby","In-game","Waiting for all players to ready up…","Esperando todo mundo ficar pronto…","",""
"DRA-050","Draw","The lobby","In-game","Show QR code","Ver o código QR","",""
"DRA-051","Draw","The lobby","In-game","Fewer rounds","Menos rodadas","",""
"DRA-052","Draw","The lobby","In-game","More rounds","Mais rodadas","",""
"DRA-053","Draw","The lobby","In-game","Game Mode","Modo de jogo","",""
"DRA-054","Draw","The lobby","In-game","Player {n}","Jogador {n}","",""
"DRA-055","Draw","The lobby","In-game","Player","Jogador","",""
"DRA-056","Draw","The lobby","In-game","Host","Anfitrião","",""
"DRA-057","Draw","The lobby","In-game","Someone","Alguém","",""
"DRA-058","Draw","The lobby","In-game","{name} (YOU)","{name} (VOCÊ)","",""
"DRA-059","Draw","The lobby","In-game","{name} (You)","{name} (Você)","",""
"DRA-060","Draw","The lobby","In-game","{name} (you)","{name} (você)","",""
"DRA-061","Draw","The lobby","In-game","{name} (left the room)","{name} (saiu da sala)","",""
"DRA-062","Draw","The lobby","In-game","Keep your screen on to stay in the game.","Deixe a tela ligada para não sair da partida.","",""
"DRA-063","Draw","The lobby","In-game","Dealing…","Distribuindo…","",""
"DRA-064","Draw","The lobby","In-game","← Quit Game","← Sair da partida","",""
"DRA-065","Draw","The lobby","In-game","← Leave Room","← Sair da sala","",""
"DRA-066","Draw","The lobby","In-game","← Leave","← Sair","",""
